state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
wa,2011-2012,lower,HJM 4013,Requesting a reduction in federal military spending by ending the war in Afghanistan.,2012-04-03 19:40:54.947000,2012-10-18 06:58:42.906000,joint memorial,
wa,2011-2012,lower,HJM 4014,Regarding the rates charged for text messaging services.,2012-04-03 19:39:45.726000,2012-11-02 06:44:08.975000,joint memorial,
wa,2011-2012,lower,HJM 4015,Requesting adequate funding for the Columbia river gorge commission.,2012-04-03 19:39:45.885000,2012-11-02 06:44:08.979000,joint memorial,
wa,2011-2012,lower,HJM 4016,Requesting support for Phase II of the Columbia Basin Project.,2012-04-03 19:39:45.452000,2012-10-18 06:58:33.050000,joint memorial,
wa,2011-2012,lower,HJM 4017,Encouraging the beyond the border action plan on perimeter security and economic competitiveness and the action plan on regulatory cooperation between the United States and Canada.,2012-04-03 19:39:45.614000,2012-11-02 06:44:08.972000,joint memorial,
wa,2011-2012,lower,HJR 4200,Amending the Constitution to require emergency clauses only be allowed by amendment to a bill and approved by sixty percent of each house of the legislature.,2011-02-25 17:48:58.408000,2012-11-02 06:44:21.707000,joint resolution,
wa,2011-2012,lower,HJR 4201,Amending the Constitution to authorize immediate salary reductions for state officials when there is a general salary reduction for state employees.,2011-02-25 17:48:58.410000,2012-10-18 06:58:44.481000,joint resolution,
wa,2011-2012,lower,HJR 4202,Amending the state Constitution to require that hydroelectric generation be recognized as a renewable resource.,2011-02-25 17:48:58.420000,2012-10-18 06:58:44.467000,joint resolution,
wa,2011-2012,lower,HJR 4203,Eliminating the mandatory retirement age for judges.,2011-02-25 17:48:58.423000,2012-10-18 06:58:44.472000,joint resolution,
wa,2011-2012,lower,HJR 4204,Amending the Constitution to allow salary reductions for public officials during an economic crisis.,2011-02-25 17:48:58.426000,2012-10-18 06:58:44.494000,joint resolution,
wa,2011-2012,lower,HJR 4205,Requiring omnibus appropriations bills to be available for review at least seventy-two hours before final passage.,2011-02-25 17:48:58.430000,2012-10-18 06:58:44.499000,joint resolution,
wa,2011-2012,lower,HJR 4206,Prohibiting substantive law in omnibus appropriations bills.,2011-02-25 17:48:58.435000,2012-10-18 06:58:44.485000,joint resolution,
wa,2011-2012,lower,HJR 4207,Placing restrictions on omnibus operating appropriations proposals.,2011-02-25 17:48:58.437000,2012-10-18 06:58:44.490000,joint resolution,
wa,2011-2012,lower,HJR 4208,Requiring a three-fifths majority vote for approval of tax increase legislation.,2011-02-25 17:48:58.440000,2012-10-18 06:58:44.458000,joint resolution,
wa,2011-2012,lower,HJR 4209,Requiring extraordinary revenue growth to be transferred to the budget stabilization account.,2011-02-25 17:48:58.442000,2012-10-18 06:58:44.463000,joint resolution,
wa,2011-2012,lower,HJR 4210,Amending the Constitution to prioritize basic education expenditures within the state appropriations process.,2011-02-25 17:48:58.445000,2012-10-18 06:58:46.941000,joint resolution,
wa,2011-2012,lower,HJR 4211,Ensuring only a marriage between a man and a woman is valid and recognized in Washington.,2011-02-25 17:48:58.460000,2012-10-18 06:58:46.934000,joint resolution,
wa,2011-2012,lower,HJR 4212,Requiring a two-thirds majority vote for approval of tax increase legislation.,2011-02-25 17:48:58.465000,2012-10-18 06:58:46.955000,joint resolution,
wa,2011-2012,lower,HJR 4213,Placing restrictions on tax increases.,2011-02-25 17:48:58.469000,2012-10-18 06:58:46.949000,joint resolution,
wa,2011-2012,lower,HJR 4214,Authorizing the state legislature to dissolve and reorganize counties under certain financial conditions.,2011-02-25 17:48:58.473000,2012-10-18 06:58:46.902000,joint resolution,
wa,2011-2012,lower,HJR 4215,Amending the Constitution to include parents' rights.,2011-02-25 17:48:58.477000,2012-10-18 06:58:46.891000,joint resolution,
wa,2011-2012,lower,HJR 4216,"Requiring that all mandatory, regulatory, licensing, and disciplinary functions regarding the practice of law and administration of justice reside exclusively in the supreme court.",2011-02-25 17:48:58.481000,2012-10-18 06:58:46.920000,joint resolution,
wa,2011-2012,lower,HJR 4217,Providing for community redevelopment financing in apportionment districts.,2011-02-25 17:48:58.486000,2012-11-02 06:44:23.858000,joint resolution,
wa,2011-2012,lower,HJR 4218,Limiting regular sessions of the legislature to ninety days in odd-numbered years.,2011-02-25 17:48:58.488000,2012-10-18 06:58:46.809000,joint resolution,
wa,2011-2012,lower,HJR 4219,Addressing the state's long-term pension obligations.,2011-02-25 17:48:58.491000,2012-11-02 06:44:23.847000,joint resolution,
wa,2011-2012,lower,HJR 4220,Eliminating the office of the superintendent of public instruction.,2011-02-25 17:48:58.503000,2012-10-18 06:58:41.263000,joint resolution,
wa,2011-2012,lower,HJR 4221,"Amending the Constitution to authorize a flat rate corporate income tax, prohibit individual income and business and occupation taxes, and limit sales and use taxes.",2011-03-24 03:54:05.816000,2012-10-18 06:58:41.268000,joint resolution,
wa,2011-2012,lower,HJR 4222,Changing the nominating authority for the filling of legislative vacancies.,2011-12-08 05:26:18.412000,2012-10-18 06:58:18.131000,joint resolution,
wa,2011-2012,lower,HJR 4223,Amending the state Constitution by appointing the legislative district committee to fill legislative vacancies.,2012-01-07 03:53:14.635000,2012-11-02 06:44:18.970000,joint resolution,
wa,2011-2012,lower,HJR 4224,Amending the state Constitution by adding requirements for initiative filings.,2012-04-03 19:37:48.895000,2012-11-02 06:43:59.532000,joint resolution,
wa,2011-2012,lower,HJR 4225,Requiring a balanced budget.,2012-04-03 19:37:49.055000,2012-10-18 06:58:14.934000,joint resolution,
wa,2011-2012,lower,HJR 4226,Amending the Constitution to include the recommendations of the commission on state debt.,2012-04-03 19:38:15.438000,2012-11-02 06:44:01.496000,joint resolution,
wa,2011-2012,lower,HJR 4227,Establishing a constitutional spending limit.,2012-04-03 19:38:16.217000,2012-10-18 06:58:18.010000,joint resolution,
wa,2011-2012,lower,HJR 4228,Amending the state Constitution to include fees collected on barrels of petroleum products to be used for transportation purposes.,2012-04-03 19:40:36.528000,2012-11-02 06:44:18.974000,joint resolution,
wa,2011-2012,lower,HR 4600,Adopting House Rules.,2011-02-25 17:48:58.548000,2012-11-02 06:44:04.862000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4601,"Honoring Dr. Martin Luther King, Jr.",2011-02-25 17:48:58.556000,2012-11-02 06:44:04.851000,resolution,Housing and Property|Resolutions|Other
wa,2011-2012,lower,HR 4602,"Honoring the career of Mr. Duane ""Tony"" Eldred.",2011-02-25 17:48:58.584000,2012-11-02 06:44:04.845000,resolution,Housing and Property|Animal Rights and Wildlife Issues
wa,2011-2012,lower,HR 4603,Celebrating recreational boating in Washington state.,2011-02-25 17:48:58.586000,2012-11-02 06:44:04.842000,resolution,Housing and Property|Recreation|Transportation
wa,2011-2012,lower,HR 4604,Recognizing the 4-H Youth Development Program.,2011-02-25 17:48:58.590000,2012-11-02 06:44:04.915000,resolution,Housing and Property|Family and Children Issues
wa,2011-2012,lower,HR 4605,Honoring Dr. Gary Frederick.,2011-02-25 17:48:58.592000,2012-11-02 06:44:04.882000,resolution,Housing and Property|Recreation|Education
wa,2011-2012,lower,HR 4606,Recognizing Billy Rhynalds.,2011-02-25 17:48:58.600000,2012-11-02 06:44:04.870000,resolution,Housing and Property|Transportation
wa,2011-2012,lower,HR 4607,Recognizing homeless awareness day.,2011-02-25 17:48:58.622000,2012-11-02 06:44:04.865000,resolution,Housing and Property|Resolutions|Welfare and Poverty
wa,2011-2012,lower,HR 4608,Recognizing the YMCA.,2011-02-25 17:48:58.624000,2012-11-02 06:44:04.839000,resolution,Housing and Property|Resolutions
wa,2011-2012,lower,HR 4609,Celebrating arts education.,2011-02-25 17:48:58.626000,2012-11-02 06:44:04.836000,resolution,Housing and Property|Education|Arts and Humanities
wa,2011-2012,lower,HR 4610,Adopting permanent House Rules.,2011-02-25 17:48:58.639000,2012-11-02 06:44:06.549000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4611,Honoring the Washington National Guard.,2011-02-25 17:48:58.648000,2012-11-02 06:44:06.571000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4612,Celebrating Motorcycle Safety Awareness Month.,2011-02-25 17:48:58.680000,2012-11-02 06:44:06.581000,resolution,Housing and Property|Resolutions|Transportation
wa,2011-2012,lower,HR 4613,Honoring the participants of the PEAK Leadership Program.,2011-02-25 17:48:58.682000,2012-11-02 06:44:06.584000,resolution,Housing and Property
wa,2011-2012,lower,HR 4614,Increasing brain injury awareness.,2011-02-25 17:48:58.684000,2012-11-02 06:44:06.588000,resolution,Housing and Property|Health|Military
wa,2011-2012,lower,HR 4615,Recognizing Katherine Baril's exemplary service.,2011-02-25 17:48:58.688000,2012-11-02 06:44:06.591000,resolution,Housing and Property|Municipal and County Issues
wa,2011-2012,lower,HR 4616,Honoring the Tumwater Thunderbirds.,2011-02-25 17:48:58.691000,2012-11-02 06:44:06.594000,resolution,Housing and Property|Recreation|Education
wa,2011-2012,lower,HR 4617,Recognizing and honoring Catholic schools.,2011-02-25 17:48:58.693000,2012-11-02 06:44:06.598000,resolution,Housing and Property|Resolutions|Education
wa,2011-2012,lower,HR 4618,Honoring the Eastern Washington University Eagles.,2011-02-25 17:48:58.698000,2012-11-02 06:44:06.528000,resolution,Housing and Property|Recreation|Education
wa,2011-2012,lower,HR 4619,Honoring Renton High School's 100 years.,2011-02-25 17:48:58.708000,2012-11-02 06:44:06.536000,resolution,Housing and Property|Resolutions|Education
wa,2011-2012,lower,HR 4620,Recognizing the value and dedication of the Inland Northwest Honor Flight.,2011-02-25 17:48:58.714000,2012-11-02 06:44:08.066000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4621,Honoring the Spokane community.,2011-02-25 17:48:58.719000,2012-11-02 06:44:08.062000,resolution,Housing and Property|Municipal and County Issues
wa,2011-2012,lower,HR 4622,Honoring the contributions of Chinese Americans to the state of Washington.,2011-02-25 17:48:58.722000,2012-11-02 06:44:08.075000,resolution,Housing and Property
wa,2011-2012,lower,HR 4623,Celebrating the bicentennial of David Thompson navigating and mapping the Columbia River.,2011-02-25 17:48:58.724000,2012-11-02 06:44:08.072000,resolution,Housing and Property|Resolutions|Environmental
wa,2011-2012,lower,HR 4624,Honoring Jayme Biendl.,2011-02-25 17:48:58.746000,2012-11-02 06:44:08.036000,resolution,Housing and Property|Crime
wa,2011-2012,lower,HR 4625,Celebrating Long Haul Bombers Stadium Power Tour titleholder Chris Larsen.,2011-02-25 17:48:58.770000,2012-11-02 06:44:08.031000,resolution,Housing and Property|Recreation
wa,2011-2012,lower,HR 4626,Honoring the first and sixteenth Presidents of the United States.,2011-02-25 17:48:58.778000,2012-11-02 06:44:08.052000,resolution,Housing and Property|Resolutions
wa,2011-2012,lower,HR 4627,Recognizing the Japanese-American internees and World War II veterans from Washington state.,2011-02-25 17:48:58.791000,2012-11-02 06:44:08.047000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4628,Honoring the Yakima Health District.,2011-02-25 17:48:58.793000,2012-11-02 06:44:08.090000,resolution,Housing and Property|Health
wa,2011-2012,lower,HR 4629,Celebrating Children's Day.,2011-02-25 17:48:58.802000,2012-11-02 06:44:08.080000,resolution,Housing and Property|Resolutions|Family and Children Issues
wa,2011-2012,lower,HR 4630,Celebrating the Seattle Seahawks' 2010 season.,2011-03-22 03:37:35.003000,2012-11-02 06:44:09.232000,resolution,Housing and Property|Recreation|Municipal and County Issues
wa,2011-2012,lower,HR 4631,Honoring civic educators in Washington state.,2011-02-25 17:48:58.832000,2012-11-02 06:44:09.235000,resolution,Housing and Property|Education|Labor and Employment
wa,2011-2012,lower,HR 4632,Celebrating the 50th anniversary of the Peace Corps.,2011-03-01 01:05:39.319000,2012-11-02 06:44:09.191000,resolution,Housing and Property|Resolutions
wa,2011-2012,lower,HR 4633,Celebrating the Skagit Valley Tulip Festival.,2011-03-03 03:16:45.414000,2012-11-02 06:44:09.228000,resolution,Agriculture and Food|Housing and Property
wa,2011-2012,lower,HR 4634,Honoring Granite Falls High School's Shopgirls.,2011-03-04 03:13:15.192000,2012-11-02 06:44:09.254000,resolution,Housing and Property|Education
wa,2011-2012,lower,HR 4635,Recognizing the anniversary of Abraham Lincoln's inauguration.,2011-03-05 03:28:20.347000,2012-11-02 06:44:09.257000,resolution,Housing and Property|Resolutions
wa,2011-2012,lower,HR 4636,Commending Washington ports.,2011-03-10 03:32:31.498000,2012-11-02 06:44:09.239000,resolution,Housing and Property|Resolutions|Transportation
wa,2011-2012,lower,HR 4637,Recognizing and honoring Mr. James Cook for his distinguished career in the field of plant pathology and biotechnology.,2011-03-17 03:31:03.479000,2012-11-02 06:44:09.250000,resolution,Housing and Property|Science and Medical Research
wa,2011-2012,lower,HR 4638,Recognizing the teachers and practitioners of Tai Chi and Qigong.,2011-03-17 03:31:03.523000,2012-11-02 06:44:09.262000,resolution,Housing and Property
wa,2011-2012,lower,HR 4639,Honoring Filipino Americans.,2011-03-17 03:31:03.526000,2012-11-02 06:44:09.265000,resolution,Housing and Property
wa,2011-2012,lower,HR 4640,Recognizing Turkey and the Turkish people.,2011-03-17 03:31:03.549000,2012-11-02 06:44:25.666000,resolution,Housing and Property
wa,2011-2012,lower,HR 4641,Concerning Chiari Malformation awareness.,2011-03-22 03:37:35.058000,2012-11-02 06:44:25.662000,resolution,Housing and Property|Health
wa,2011-2012,lower,HR 4642,Honoring the British Columbian Parliamentary Internship participants.,2011-03-22 03:37:35.060000,2012-11-02 06:44:25.659000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4643,Honoring the Kamiak high school boys swimming and diving team.,2011-03-28 17:17:47.352000,2012-11-02 06:44:25.656000,resolution,Housing and Property|Recreation|Education
wa,2011-2012,lower,HR 4644,Recognizing Yakima Valley Hearing and Speech Center.,2011-03-28 17:17:47.361000,2012-11-02 06:44:25.653000,resolution,Housing and Property|Business and Consumers
wa,2011-2012,lower,HR 4645,Welcoming home Vietnam veterans.,2011-03-31 04:12:37.047000,2012-11-02 06:44:25.647000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4646,"Celebrating the friendship between Kato, Hyogo Prefecture, Japan and the City of Olympia.",2011-04-02 04:14:17.659000,2012-11-02 06:44:25.643000,resolution,Housing and Property|Municipal and County Issues
wa,2011-2012,lower,HR 4647,Recognizing the legacy of Cesar Chavez.,2011-04-02 04:14:17.664000,2012-11-02 06:44:25.640000,resolution,Agriculture and Food|Housing and Property
wa,2011-2012,lower,HR 4648,Observing Navy Day to recognize the contributions of all Navy personnel and their family members.,2011-04-14 04:09:11.591000,2012-11-02 06:44:25.706000,resolution,Housing and Property|Resolutions|Military
wa,2011-2012,lower,HR 4649,Providing for the conducting of House business during interim periods.,2012-01-20 04:41:14.951000,2012-11-02 06:44:25.700000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4650,Amending house rules.,2012-04-03 19:37:49.728000,2012-11-02 06:43:59.678000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4651,"Recognizing the life and work of the Reverend Dr. Martin Luther King, Jr.",2012-04-03 19:37:49.845000,2012-11-02 06:43:59.683000,resolution,Housing and Property|Resolutions|Other
wa,2011-2012,lower,HR 4652,Acknowledging the 75th anniversary of the first nonstop flight across the North Pole.,2012-04-03 19:37:50.018000,2012-11-02 06:43:59.692000,resolution,Housing and Property|Resolutions|Technology and Communication
wa,2011-2012,lower,HR 4653,Honoring Eva Lassman.,2012-04-03 19:37:50.112000,2012-11-02 06:43:59.696000,resolution,Housing and Property|Other
wa,2011-2012,lower,HR 4654,Honoring the volunteers of the Washington State Point in Time Count of Homeless Persons.,2012-04-03 19:37:49.152000,2012-11-02 06:43:59.539000,resolution,Housing and Property|Welfare and Poverty
wa,2011-2012,lower,HR 4655,Honoring the National Guard.,2012-04-03 19:37:49.314000,2012-11-02 06:43:59.560000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4656,Commemorating the lives of Michael Wang and Tatsuo Nakata.,2012-04-03 19:37:49.463000,2012-11-02 06:43:59.661000,resolution,Housing and Property
wa,2011-2012,lower,HR 4657,Recognizing the 4-H Youth Development Program.,2012-04-03 19:37:49.564000,2012-11-02 06:43:59.672000,resolution,Housing and Property|Family and Children Issues
wa,2011-2012,lower,HR 4658,Celebrating 100 years of Girl Scouting.,2012-04-03 19:37:50.281000,2012-11-02 06:43:59.701000,resolution,Housing and Property|Resolutions|Other|Family and Children Issues
wa,2011-2012,lower,HR 4659,Honoring the British Columbian Parliamentary internship participants.,2012-04-03 19:37:50.391000,2012-11-02 06:43:59.708000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4660,Recognizing the 100th anniversary of the City of Omak.,2012-04-03 19:38:10.293000,2012-11-02 06:44:01.181000,resolution,Housing and Property|Resolutions|Municipal and County Issues
wa,2011-2012,lower,HR 4661,Celebrating Children's Day.,2012-04-03 19:38:10.189000,2012-11-02 06:44:01.176000,resolution,Housing and Property|Family and Children Issues
wa,2011-2012,lower,HR 4662,Recognizing the Washington state wing of the Civil Air Patrol.,2012-04-03 19:38:10.567000,2012-11-02 06:44:01.200000,resolution,Housing and Property|Technology and Communication|Military
wa,2011-2012,lower,HR 4663,Honoring all of our presidents on Presidents' Day.,2012-04-03 19:38:10.404000,2012-11-02 06:44:01.186000,resolution,Housing and Property|Resolutions
wa,2011-2012,lower,HR 4664,Celebrating the 29th annual Skagit Valley Tulip Festival.,2012-04-03 19:38:10.831000,2012-11-02 06:44:01.209000,resolution,Agriculture and Food|Housing and Property
wa,2011-2012,lower,HR 4665,Celebrating the 150th anniversary of the City of Walla Walla.,2012-04-03 19:38:10.667000,2012-11-02 06:44:01.205000,resolution,Housing and Property|Resolutions|Municipal and County Issues
wa,2011-2012,lower,HR 4666,Honoring Margaret Anderson.,2012-04-03 19:38:11.191000,2012-11-02 06:44:01.215000,resolution,Housing and Property|Public Services|Environmental
wa,2011-2012,lower,HR 4667,Recognizing chainsaw carvers' contributions in industry and in the community.,2012-04-03 19:38:10.958000,2012-11-02 06:44:01.212000,resolution,Housing and Property|Arts and Humanities
wa,2011-2012,lower,HR 4668,Celebrating the presence of Filipino-Americans.,2012-04-03 19:38:11.446000,2012-11-02 06:44:01.261000,resolution,Housing and Property
wa,2011-2012,lower,HR 4669,Recognizing Japanese-American internees and World War II veterans.,2012-04-03 19:38:11.351000,2012-11-02 06:44:01.258000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4670,Recognizing the Wenatchee Works plant.,2012-04-03 19:38:32.918000,2012-11-02 06:44:03.100000,resolution,Housing and Property|Business and Consumers|Technology and Communication|Municipal and County Issues
wa,2011-2012,lower,HR 4671,Recognizing the Olympia Symphony Orchestra.,2012-04-03 19:38:33.032000,2012-11-02 06:44:03.103000,resolution,Housing and Property|Resolutions|Recreation|Arts and Humanities
wa,2011-2012,lower,HR 4672,Recognizing the contributions of the United States Navy in observance of Navy Day.,2012-04-03 19:38:32.657000,2012-11-02 06:44:03.084000,resolution,Housing and Property|Resolutions|Military
wa,2011-2012,lower,HR 4673,Recognizing Motorcycle Safety Awareness Month.,2012-04-03 19:38:32.824000,2012-11-02 06:44:03.097000,resolution,Housing and Property|Resolutions|Transportation
wa,2011-2012,lower,HR 4674,Recognizing Arthritis Awareness Month.,2012-04-03 19:38:32.400000,2012-11-02 06:44:03.075000,resolution,Housing and Property|Resolutions|Health
wa,2011-2012,lower,HR 4675,"Honoring Charles ""Chuck"" Hawley.",2012-04-03 19:38:32.557000,2012-11-02 06:44:03.078000,resolution,Housing and Property|Health
wa,2011-2012,lower,HR 4676,Honoring members of the Washington Conservation Corps.,2012-04-03 19:38:32.077000,2012-11-02 06:44:03.069000,resolution,Environmental|Health|Housing and Property
wa,2011-2012,lower,HR 4677,Recognizing Mr. Ryan Nabors' service and dedication to Washington state veterans.,2012-04-03 19:38:32.305000,2012-11-02 06:44:03.072000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4678,"Celebrating the centennial of the birth of Senator Henry M. ""Scoop"" Jackson.",2012-04-03 19:38:31.793000,2012-11-02 06:44:03.058000,resolution,Housing and Property|Resolutions
wa,2011-2012,lower,HR 4679,Celebrating arts education.,2012-04-03 19:38:31.895000,2012-11-02 06:44:03.061000,resolution,Housing and Property|Education|Arts and Humanities
wa,2011-2012,lower,HR 4680,Honoring Representative Fred Finn.,2012-04-03 19:41:14.406000,2012-11-02 06:44:21.991000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4681,Honoring Trooper Tony V. Radulescu.,2012-04-03 19:41:14.298000,2012-11-02 06:44:21.978000,resolution,Housing and Property|Public Services
wa,2011-2012,lower,HR 4682,Honoring Representative Bill Hinkle.,2012-04-03 19:41:14.131000,2012-11-02 06:44:21.963000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4683,Recognizing the Rainier Beach Vikings boys basketball team.,2012-04-03 19:41:14.028000,2012-11-02 06:44:21.957000,resolution,Housing and Property|Recreation|Education
wa,2011-2012,lower,HR 4684,Honoring the A.C. Davis High School Pirates Boys Basketball Team.,2012-04-03 19:41:14.948000,2012-11-02 06:44:22.069000,resolution,Housing and Property|Recreation|Education
wa,2011-2012,lower,HR 4685,Honoring Representative Phyllis Gutiérrez Kenney.,2012-04-03 19:41:14.783000,2012-11-02 06:44:22.057000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4686,Honoring Representative Mary Lou Dickerson.,2012-04-03 19:41:14.677000,2012-11-02 06:44:22.007000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,HR 4687,Honoring the Second Stryker Brigade.,2012-04-03 19:41:14.566000,2012-11-02 06:44:22.002000,resolution,Housing and Property|Military
wa,2011-2012,lower,HR 4688,Recognizing Paddle to Squaxin 2012.,2012-04-03 19:41:15.206000,2012-11-02 06:44:22.076000,resolution,Housing and Property|Indigenous Peoples
wa,2011-2012,lower,HR 4689,Providing for the conducting of House business during interim periods.,2012-04-03 19:41:15.046000,2012-11-02 06:44:22.073000,resolution,Housing and Property|Legislative Affairs
wa,2011-2012,lower,SB 5000,Mandating a twelve-hour impound hold on motor vehicles used by persons arrested for driving under the influence.,2011-02-25 17:48:58.835000,2012-11-02 06:44:17.950000,bill,Transportation
wa,2011-2012,upper,SB 5001,Concerning unappropriated public lands.,2011-02-25 17:48:48.872000,2012-11-02 06:43:51.433000,bill,Environmental|State Agencies|Education
wa,2011-2012,upper,SB 5002,Authorizing acquisition of federal property by eminent domain.,2011-02-25 17:48:48.875000,2012-11-02 06:43:51.444000,bill,Environmental|Legal Issues
wa,2011-2012,upper,SB 5003,Adding to the scenic and recreational highway system.,2011-02-25 17:48:48.877000,2012-11-02 06:43:51.986000,bill,Transportation
wa,2011-2012,upper,SB 5004,Providing for disclosure and regulation of criminal informant evidence and testimony.,2011-02-25 17:48:48.879000,2012-10-18 06:58:03.624000,bill,Legal Issues|Crime
wa,2011-2012,upper,SB 5005,Concerning exemption from immunization.,2012-04-03 19:35:51.403000,2012-11-02 06:43:51.387000,bill,
wa,2011-2012,upper,SB 5006,"Concerning the issuance of drivers' licenses, permits, and identicards to persons who are not lawfully within the United States.",2011-02-25 17:48:48.896000,2012-10-18 06:58:04.478000,bill,Other|Transportation
wa,2011-2012,upper,SB 5007,Making an exemption regarding the public inspection and copying of voter registration information of criminal justice agency employees or workers.,2011-02-25 17:48:48.899000,2012-11-02 06:43:51.426000,bill,Legal Issues|Public Services|Crime|Campaign Finance and Election Issues|Labor and Employment|State Agencies
wa,2011-2012,upper,SB 5008,Regulating life insurance when an order regarding life sustaining treatment has been issued or implemented.,2011-02-25 17:48:48.901000,2012-10-18 06:58:03.686000,bill,Health|Insurance
wa,2011-2012,upper,SB 5009,Regarding the department of information services' authority to provide services to public agencies.,2011-02-25 17:48:48.903000,2012-11-02 06:43:51.447000,bill,State Agencies
wa,2011-2012,upper,SB 5010,Concerning public funding for supreme court campaigns.,2011-02-25 17:48:48.906000,2012-11-02 06:43:40.936000,bill,Campaign Finance and Election Issues|Public Services|Other|Legal Issues|Municipal and County Issues
wa,2011-2012,upper,SB 5011,Concerning the victimization of homeless persons.,2011-02-25 17:48:48.908000,2012-11-02 06:43:40.954000,bill,Welfare and Poverty|Legal Issues|Crime
wa,2011-2012,upper,SB 5012,Revising the standard of review utilized by the growth management hearings board when hearing appeals under the growth management act.,2011-02-25 17:48:48.922000,2012-11-02 06:43:40.929000,bill,Other
wa,2011-2012,upper,SB 5013,Addressing the use of hearing examiners or local planning officials in a quasi-judicial land use permit process.,2011-02-25 17:48:48.924000,2012-11-02 06:43:40.932000,bill,Environmental|Municipal and County Issues
wa,2011-2012,upper,SB 5014,Placing restrictions on pro se defendants when questioning witnesses.,2011-02-25 17:48:48.926000,2012-10-18 06:57:51.218000,bill,Legal Issues|Crime
wa,2011-2012,upper,SB 5015,Modifying ballot tabulation provisions.,2011-02-25 17:48:48.928000,2012-11-02 06:43:41.145000,bill,Campaign Finance and Election Issues
wa,2011-2012,upper,SB 5016,Prohibiting smoking in vehicles containing children.,2011-02-25 17:48:48.931000,2012-11-02 06:43:41.034000,bill,Drugs|Transportation|Family and Children Issues
wa,2011-2012,upper,SB 5017,"Providing a property tax exemption for property held under lease, sublease, or lease-purchase by a nonprofit organization that provides job training, placement, or preemployment services.",2011-02-25 17:48:48.933000,2012-11-02 06:43:41.135000,bill,"Housing and Property|Business and Consumers|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 5018,Including wound care management in occupational therapy.,2011-02-25 17:48:48.938000,2012-11-02 06:43:52.738000,bill,Health
wa,2011-2012,upper,SB 5019,Concerning the privacy of nonconviction records.,2011-02-25 17:48:48.940000,2012-11-02 06:43:52.750000,bill,Other|Legal Issues|Family and Children Issues|Crime
wa,2011-2012,upper,SB 5020,Protecting consumers by assuring persons using the title of social worker have graduated with a degree in social work from an educational program accredited by the council on social work education.,2011-02-25 17:48:48.943000,2012-11-02 06:43:49.019000,bill,Other|Health|Education|Business and Consumers
wa,2011-2012,upper,SB 5021,Enhancing election campaign disclosure requirements to promote greater transparency for the public.,2011-02-25 17:48:48.956000,2012-11-02 06:43:48.984000,bill,Campaign Finance and Election Issues|Other|Legal Issues|Crime
wa,2011-2012,upper,SB 5022,Clarifying the statute of limitations for any court action brought under RCW 42.56.550.,2011-02-25 17:48:48.959000,2012-11-02 06:43:48.973000,bill,Other
wa,2011-2012,upper,SB 5023,Addressing nonlegal immigration-related services.,2011-02-25 17:48:48.962000,2012-11-02 06:43:48.961000,bill,Labor and Employment|Business and Consumers|Legal Issues|Immigration
wa,2011-2012,upper,SB 5024,Placing restrictions on legal claims initiated by persons serving criminal sentences in correctional facilities.,2011-02-25 17:48:48.965000,2012-11-02 06:43:49.050000,bill,Crime|Civil Liberties and Civil Rights
wa,2011-2012,upper,SB 5025,Concerning making requests by or on behalf of an inmate under the public records act ineligible for penalties.,2011-02-25 17:48:48.968000,2012-11-02 06:43:49.039000,bill,Other|Crime
wa,2011-2012,upper,SB 5026,"Clarifying the definition of ""farm vehicle"" to encourage similar recognition in federal tax law.",2011-02-25 17:48:48.971000,2012-11-02 06:43:49.031000,bill,Agriculture and Food|Energy|Transportation
wa,2011-2012,upper,SB 5027,Requiring motorcycle manufacturers to indicate whether a motorcycle is for off-road use only.,2011-02-25 17:48:48.974000,2012-11-02 06:43:49.028000,bill,Transportation|Technology and Communication
wa,2011-2012,upper,SB 5028,Concerning triage facilities.,2011-02-25 17:48:48.976000,2012-11-02 06:43:48.952000,bill,Public Services|Health
wa,2011-2012,upper,SB 5029,Concerning beer and wine tasting at farmers markets.,2011-02-25 17:48:48.980000,2012-11-02 06:43:48.945000,bill,Agriculture and Food|Other|Business and Consumers
wa,2011-2012,upper,SB 5030,Authorizing civil judgments for assault.,2011-02-25 17:48:48.985000,2012-11-02 06:43:50.101000,bill,Legal Issues|Crime
